# file=UPS 335 단독_V6.4_작화 데이터 정리(20140228).xls sheet=사용중인 전체 메모리번지 정리(최종) rows=367
273	MW43	MW	43	3x	43	인버터 T상 전압 계측값	###[V]
274	MW44	MW	44	3x	44	인버터 R상 전류 계측값	###[A]
275	MW45	MW	45	3x	45	인버터 S상 전류 계측값	###[A]
276	MW46	MW	46	3x	46	인버터 T상 전류 계측값	###[A]
277	MW47	MW	47	3x	47	인버터 주파수	##.#[Hz]
278	MW48	MW	48	3x	48	축전지 전압 계측값	###[V]
279	MW49	MW	49	3x	49	축전지 전류 계측값	±###[A] (데이터 표시 형식: 16bit Singned)
280	MW50	MW	50	3x	50	입력 피상전력	###.#[kVA]
281	MW51	MW	51	3x	51	입력 유효 전력	###.#[kW]
282	MW52	MW	52	3x	52	입력 무효전력	###.#[kVAR]
283	MW53	MW	53	3x	53	입력 역률	#.###[PF]
284	MW54	MW	54	3x	54	부하 R상 전압 	###[V]
285	MW55	MW	55	3x	55	부하 S상 전압	###[V]
286	MW56	MW	56	3x	56	부하 T상 전압	###[V]
287	MW57	MW	57	3x	57	출력 R상 전류	###[A]
288	MW58	MW	58	3x	58	출력 S상 전류	###[A]
289	MW59	MW	59	3x	59	출력 T상 전류	###[A]
290	MW60	MW	60	3x	60	부하 주파수	##.#[Hz]
291	MW61	MW	61	3x	61	출력 피상전력	###.#[kVA]
292	MW62	MW	62	3x	62	출력 유효 전력	###.#[kW]
293	MW63	MW	63	3x	63	출력 무효전력	###.#[kVAR]
294	MW64	MW	64	3x	64	출력 역률	#.###[PF]
295	MW67	MB	670	3x_Bit	6700	충전기 운전/정지 실행	0:충전기 정지, 1: 충전기 운전
296		MB	671	3x_Bit	6701	인버터 운전/정지 실행	0:인버터 정지, 1: 인버터 운전
297		MB	672	3x_Bit	6702	인버터/바이패스 절환 실행	0: 인버터로 절환  1:바이패스 절환
298		MB	673	3x_Bit	6703
299		MB	674	3x_Bit	6704	자동운전/정지 실행	0:자동운전 정지 1:자동운전 실행
300		MB	675	3x_Bit	6705
301		MB	676	3x_Bit	6706	알람초기화	알람 내용 삭제
302		MB	677	3x_Bit	6707
303		MB	678	3x_Bit	6708
304		MB	679	3x_Bit	6709	부저끄기(토글 스위치)	시스템 경보 부저를 끈다.
305		MB	67A	3x_Bit	6710
306		MB	67B	3x_Bit	6711	ESC 정보 	자동운전/정지 및 수동 운전/정시 동작중에 ESC를 눌렀는지 여부를 메인보드로 전송
307		MB	67C	3x_Bit	6712
308		MB	67D	3x_Bit	6713
309		MB	67E	3x_Bit	6714
310		MB	67F	3x_Bit	6715
311	MW69	MW	69	3x	69	축전지 용량	최소 0~ 최대 999[AH] 설정
312	MW70	MW	70	3x	70	입력 저전압 변동 범위 선택	0: 선택안됨, 1: 2.5%,  2: 5%,  3: 10%,  4: 15%
313	MW71	MW	71	3x	71	입력 고전압 변동 범위 선택	0: 선택안됨, 1: 2.5%,  2: 5%,  3: 10%,  4: 15%
314	MW72	MW	72	3x	72	입력 주파수	0: 선택안됨, 1: 50Hz,  2: 60Hz
315	MW73	MW	73	3x	73	초기 정상운전 시간	0: 선택안됨, 1: 10초, 2: 15초, 2; 20초
316	MW74	MW	74	3x	74	입력 전류 제한	0: 선택안됨, 1: 100%, 2: 120%, 3; 150%
317	MW75	MW	75	3x	75	인버터 동기주파수 변동범위	0: 선택안됨, 1: ±0.5Hz, 2: ±1Hz, 3: ±2Hz, 4: ±3Hz
318	MW76	MW	76	3x	76	인버터 전압 조정	기준전압의 ±10V
319	MW77	MW	77	3x	77	인버터 주파수	0: 선택안됨, 1: 50Hz,  2: 60Hz
320	MW78	MW	78	3x	78	축전지 충전시간: 시(Hour)	시간: 0~12
321	MW79	MW	79	3x	79	축전지 충전 시간: 분(min)	분: 0~59
322	MW80	MW	80	3x	80	축전지 균등시간: 시(Hour)	시간: 0~12
323	MW81	MW	81	3x	81	축전지 균등 시간: 분(min)	분: 0~59
324	MW82	MW	82	3x	82	축전지 충전모드	0: 부동모드, 1:균등모드
325	MW83	MW	83	3x	83	축전지 부동전압	30셀: 최소 360~ 최대 410 까지 설정 가능,   20셀: 최소 240~ 최대 275 까지 설정 가능
326	MW84	MW	84	3x	84	축전지 균등전압	30셀: 최소 380~ 최대 425 까지 설정 가능,   20셀: 최소 240~ 최대 300 까지 설정 가능
327	MW85	MW	85	3x	85	축전지 저전압	30셀: 최소 290~ 최대 365 까지 설정 가능,   20셀: 최소 190~ 최대 240 까지 설정 가능
328	MW86	MW	86	3x	86	축전지 고전압	30셀: 최소 370~ 최대 450 까지 설정 가능,   20셀: 최소 240~ 최대 320 까지 설정 가능
329	MW87	MW	87	3x	87	메인보드 모드버스 아이디	모드버스 아이디 1-99까지 설정
330	MW88	MW	88	3x	88	입력 R상 전압 이득 설정	#### (0~5000)
331	MW89	MW	89	3x	89	입력 S상 이득 설정	#### (0~5000)
332	MW90	MW	90	3x	90	입력 T상 이득 설정	#### (0~5000)
333	MW91	MW	91	3x	91	입력 R상 전류 이득 설정	#### (0~5000)
334	MW92	MW	92	3x	92	입력 S상 전류 이득 설정	#### (0~5000)
335	MW93	MW	93	3x	93	입력 T상 전류 이득 설정	#### (0~5000)
336	MW94	MW	94	3x	94	축전지 전압 이득 설정	#### (0~5000)
337	MW95	MW	95	3x	95	축전지 전류 이득 설정	#### (0~5000)
338	MW96	MW	96	3x	96	바이패스 R상 전압 이득	#### (0~5000)
339	MW97	MW	97	3x	97	바이패스 S상 전압 이득	#### (0~5000)
340	MW98	MW	98	3x	98	바이패스 T상 전압 이득	#### (0~5000)
341	MW99	MW	99	3x	99	인버터 U상 전압 이득 설정	#### (0~5000)
342	MW100	MW	100	3x	100	인버터 V상 전압 이득 설정	#### (0~5000)
343	MW101	MW	101	3x	101	인버터 W상 전압 이득 설정	#### (0~5000)
344	MW102	MW	102	3x	102	인버터 U상 전류 이득 설정	#### (0~5000)
345	MW103	MW	103	3x	103	인버터 V상 전류 이득 설정	#### (0~5000)
346	MW104	MW	104	3x	104	인버터 W상 전류 이득 설정	#### (0~5000)
347	MW105	MW	105	3x	105	출력 R상 전류 이득	#### (0~5000)
348	MW106	MW	106	3x	106	출력 S상 전류 이득	#### (0~5000)
349	MW107	MW	107	3x	107	출력 T상 전류 이득	#### (0~5000)
350	MW108	MW	108	3x	108	UPS 모드 설정	0: 단독모드, 1: 병렬모드
351				3x	120	초(터치 시스템 내부용 BCD형식)	LW9010 초(시스템 내부용)를 메인보드로 전송(BCD 데이터)
352				3x	121	분(터치 시스템 내부용 BCD형식)	LW9011 분(시스템 내부용)를 메인보드로 전송(BCD 데이터)
353				3x	122	시(터치 시스템 내부용 BCD형식)	LW9012 시(시스템 내부용)를 메인보드로 전송(BCD 데이터)
354				3x	123	일(터치 시스템 내부용 BCD형식)	LW9013 일(시스템 내부용)를 메인보드로 전송(BCD 데이터)
355				3x	124	월(터치 시스템 내부용 BCD형식)	LW9014 월(시스템 내부용)를 메인보드로 전송(BCD 데이터)
356				3x	125	년(터치 시스템 내부용 BCD형식)	LW9015 년(시스템 내부용)를 메인보드로 전송(BCD 데이터)
357				3x	126	BAT_DATE	축전지 NFB 고장 메시지 팝업 일	20130305 번지 수정됨
358				3x	127	BAT_MONTH	축전지 NFB 고장 메시지 팝업 월	20130305 번지 수정됨
359				3x	128	BAT_YEAR	축전지 NFB 고장 메시지 팝업 년도	20130305 번지 수정됨
360				3x	129	충전부설정이상_DATE	충전부설정이상 메시지 팝업 일	20130305 번지 수정됨
361				3x	130	충전부설정이상MONTH	충전부설정이상 메시지 팝업 월	20130305 번지 수정됨
362				3x	131	충전부설정이상_YEAR	충전부설정이상 메시지 팝업 년도	20130305 번지 수정됨
363				3x	132	OVERALL_DATE	장비 전체 점검 팝업 일
364				3x	133	OVERALL_MONTH	장비 전체 점검 팝업 월
365				3x	134	OVERALL_YEAR	장비 전체 점검 팝업 연
366				3x	135	점검 알람 주기	점검 메시지 팝업 확인 후 재 팝업 주기 설정: 0-225[H]
